,PPU,Price
101,2.79,932
102,2.87,932
103,2.79,932
104,2.845714286,968
105,2.899090909,968
106,2.74,968
107,1.652888889,968
108,2.144444444,983
109,2.79,983
110,2.844545455,983
111,2.779333333,983
112,2.205909091,1000
113,2.703529412,1000
114,2.680769231,1000
115,1.962290476,1000
116,2.133571429,1000
117,2.775714286,1000
118,2.79,1000
119,2.79,1000
120,2.79,1000
121,2.776,1000
122,2.79,1000
123,2.79,1000
124,2.119,1000
125,2.0375,1005
126,2.616538462,1005
127,2.720769231,1005
128,2.737058824,1005
129,2.69,1005
130,2.6075,984
131,2.0685,984
132,2.5875,984
133,2.637142857,984
134,2.735454545,935
135,2.690625,935
136,1.674750842,935
137,2.019809524,935
138,2.747142857,935
139,2.772352941,930
140,2.719411765,930
141,2.720833333,930
142,2.2875,930
143,2.611428571,930
144,2.677272727,930
145,2.73375,930
146,2.73,930
147,2.732142857,973
148,2.284,973
149,2.671363636,973
150,2.747142857,973
151,2.6625,973
152,2.597058824,1000
153,1.908518519,1000
154,2.729090909,1000
155,2.679090909,1000
156,1.8825,1000
157,2.402941176,1000
158,2.658823529,1000
159,2.69625,1000
160,2.253378685,1000
161,2.705714286,1000
162,2.704736842,1000
163,2.092826087,1000
164,2.710714286,1000
165,2.6655,1000
166,2.721,1000
167,2.713235294,1000
168,2.308409701,1000
169,2.725714286,970
170,2.632631579,970
171,2.596764706,970
172,2.725714286,970
173,2.716,970
174,2.758571429,970
175,2.779230769,970
176,2.034154412,970
177,2.757692308,970
178,2.79,970
179,2.692727273,970
180,1.767727273,970
181,2.613571429,970
182,2.721333333,970
183,2.74,970
184,2.831666667,970
185,2.842631579,970
186,2.897142857,968
187,2.756666667,968
188,2.638666667,968
189,1.78,968
190,2.470833333,968
191,2.563333333,960
192,2.644,960
193,2.611323529,960
194,2.285529412,960
195,2.582272727,960
196,2.7435,960
197,2.083461538,960
198,2.636964286,960
199,2.590555556,960
200,2.317647059,960
201,2.656666667,960
202,2.764375,960
203,2.672857143,960
204,1.866666667,954
205,2.574210526,954
206,2.74625,954
207,2.778235294,954
208,2.5605,940
209,1.75625,940
210,2.6025,940
211,2.433846154,940
212,2.645192308,940
213,2.797142857,940
214,2.676470588,940
215,1.79648,940
216,2.354268519,940
217,2.598412698,922
218,2.731176471,922
219,2.612941176,922
220,2.484444444,922
221,2.7271,930
222,1.707396491,930
223,2.719166667,930
224,2.79,930
225,2.74,930
226,2.738421053,930
227,2.695789474,930
228,2.205666667,930
229,2.462941176,930
230,1.8436,880
231,2.605238095,880
232,2.580625,880
233,2.177166667,880
234,2.84,863
235,2.694666667,863
236,1.850416667,863
237,2.655625,863
238,2.697888889,863
239,2.653571429,850
240,2.531538462,850
241,1.608941349,850
242,2.328823529,850
243,2.61,850
244,2.497777778,850
245,2.653529412,850
246,2.194901961,850
247,2.747685185,850
248,2.435625,850
249,2.205066667,850
250,2.1982493,850
251,2.693684211,850
252,2.246586836,850
253,2.706875,850
254,2.666447368,850
255,2.67625,850
256,2.726842105,850
257,1.989528986,850
258,2.240346021,850
259,2.473333333,850
260,2.485138889,850
261,1.961539683,850
262,1.6551917,850
263,2.246411933,850
264,2.469166667,850
265,2.548105263,850
266,2.62315508,850
267,2.5765625,850
268,2.302485119,850
269,2.457698792,835
270,1.719223602,835
271,2.632063492,835
272,2.682857143,835
273,2.616,820
274,2.193673469,820
275,2.629411765,820
276,2.612142857,820
277,2.521578947,820
278,2.508325686,820
279,2.667,820
280,2.283145296,820
281,1.786585714,820
282,2.456052632,824
283,2.693181818,824
284,2.644545455,824
285,2.2387,824
286,2.662105263,840
287,2.704285714,840
288,2.484857143,840
289,1.810909091,840
290,2.325341644,840
291,2.79047619,920
292,2.601857143,920
293,1.966445132,920
294,2.791818182,920
295,2.648787879,955
296,2.865555556,955
297,2.87030303,955
298,2.072647212,955
299,2.190898551,980
300,1.807202899,980
301,2.516722222,980
302,2.267504202,980
303,2.3855,980
304,2.492826087,1092
305,2.337971014,1092
306,2.114412041,1092
307,2.49,1092
308,2.271851852,1085
309,2.244264355,1085
310,2.571916667,1085
311,2.527787879,1085
312,2.160402299,1085
313,2.3301745,1068.75
314,2.154792681,1068.75
315,1.634068355,1068.75
316,2.248931034,1068.75
317,2.543229167,1044
318,2.31211352,1044
319,1.827981722,1044
320,2.578009852,1044
321,2.327419355,1041
322,2.275592707,1041
323,2.628148148,1041
324,2.650621118,1041
325,2.663675579,1065
326,2.574047619,1065
327,2.601,1065
328,2.241180441,1065
329,2.483600823,1065
330,2.406258899,1096
331,2.111080556,1096
332,2.306498656,1096
333,2.897708333,1096
334,2.818214286,1123
335,2.677310345,1123
336,1.934392876,1123
337,2.261,1123
338,2.493833333,1203
339,2.772080745,1203
340,2.718189103,1203
341,1.93138449,1203
342,2.684696429,1203
343,2.908597222,1322
344,2.800736111,1322
345,1.910353432,1322
346,2.91267562,1322
347,2.969583333,1437.5
348,2.839142857,1437.5
349,1.888750107,1437.5
350,2.953201754,1437.5
351,2.865588235,1437.5
352,2.925866667,1415
353,2.774777778,1415
354,2.476326087,1415
355,2.715952381,1415
356,2.922539683,1628
357,2.324860279,1628
358,2.842727273,1628
359,2.9525,1628
360,2.585,1700
361,2.732763443,1700
362,2.808846154,1700
363,2.867246377,1700
364,2.5259375,1700
365,2.780694444,1700
366,2.4562,1700
367,2.488654589,1700
368,2.880092593,1700
369,1.91754898,1563
370,2.893525641,1563
371,2.794439532,1563
372,2.698780952,1563
373,2.699710145,1795
374,3.118579545,1795
375,2.732346275,1795
376,3.122333333,1795
377,3.142708333,1795
378,3.198695652,1795
379,3.1368,1795
380,3.13245614,1795
381,2.461247624,1795
382,3.082803922,1795
383,2.79453125,1795
384,3.165925926,1795
385,3.094285714,1795
386,1.881182015,1823
387,3.085199725,1823
388,3.053116162,1823
389,3.256853002,1823
390,2.7340616,1823
391,3.29,1850
392,3.225904762,1850
393,2.124172582,1850
394,3.163635714,1850
395,3.009884058,1630
396,2.873138889,1630
397,3.280793651,1630
398,2.642709733,1630
399,2.773705556,1630
400,3.212380952,1563.75
401,3.037566667,1563.75
402,2.24948001,1563.75
403,2.767058782,1563.75
404,3.073242754,1444
405,2.644787879,1444
406,2.853877357,1444
407,3.165297619,1444
408,3.0222,1355
409,3.258208333,1355
410,2.772595233,1355
411,2.033165303,1355
412,2.942134647,1355
413,2.511857536,1282
414,2.340173102,1282
415,2.825288462,1282
416,3.140448934,1282
417,3.09,1270
418,2.753697777,1270
419,2.881233225,1270
420,2.211486874,1270
421,3.009083333,1165
422,3.011820513,1165
423,2.897083333,1165
424,2.539993435,1165
425,3.000366667,1108
426,3.221333333,1108
427,2.756601563,1108
428,3.195166667,1108
429,2.396472137,1108
430,3.1796,1128
431,2.91721,1128
432,2.921936288,1128
433,3.059855072,1128
434,2.578917896,1140
435,2.603482759,1140
436,2.195508945,1140
437,2.931388889,1140
438,3.060958333,1140
439,2.580711881,1125
440,2.895635417,1125
441,2.11090235,1125
442,2.933412698,1125
443,2.94444,1152
444,2.716769231,1152
445,3.00172984,1152
446,2.59748797,1152
447,2.900722591,1160
448,2.267673347,1160
449,3.204197531,1160
450,2.816683673,1160
451,3.042800926,1160
452,3.125652027,1160
453,2.855717928,1160
454,3.220666667,1160
455,2.849936937,1160
456,3.26545977,1160
457,3.045588235,1160
458,2.780666645,1160
459,3.304571429,1160
460,3.153466667,1160
461,2.414240591,1160
462,2.67558701,1160
463,2.063330905,1160
464,3.146867816,1160
465,3.27962963,1196
466,2.828050556,1196
467,3.303333333,1196
468,2.897678571,1196
469,3.145606061,1213
470,2.943125,1213
471,3.228324176,1213
472,2.835741935,1213
473,3.07186337,1213
474,2.582481615,1250
475,2.859230769,1250
476,2.750156142,1250
477,3.16977027,1250
478,2.889261905,1240
479,2.215575964,1240
480,3.09558642,1240
481,3.094770115,1240
482,2.502518563,1180
483,3.1765,1180
484,2.851397569,1180
485,2.905714286,1180
486,2.210772094,1214
487,2.739515152,1214
488,2.932184542,1214
489,3.08742,1214
490,3.035416667,1214
491,2.417180851,1225
492,2.937121212,1225
493,2.937619048,1225
494,3.183888889,1225
495,3.154166667,1225
496,2.216961268,1225
497,2.684419753,1225
498,3.192958333,1225
499,2.739855451,1225
500,2.184189122,1225
501,2.631110195,1225
502,2.964895238,1225
503,2.943486229,1225
504,2.929318182,1225
505,2.435139589,1225
506,3.036321138,1225
507,3.014030303,1225
508,2.736000912,1395
509,2.259829376,1395
510,2.593717938,1395
511,2.660447293,1395
512,2.358088584,1395
513,2.641403509,1495
514,2.712340635,1495
515,2.138519765,1495
516,2.724149306,1495
517,2.763033223,1520
518,2.545910364,1520
519,2.684042553,1520
520,2.909481481,1520
521,2.853160714,1580
522,2.745459533,1580
523,2.789529915,1580
524,2.52105,1580
525,2.705530612,1580
526,2.278001187,1580
527,2.588321611,1580
528,2.655259259,1580
529,2.593770963,1580
530,2.378651239,1646
531,2.444438776,1646
532,2.72504529,1646
533,2.060040302,1646
534,2.787533058,1770
535,2.782232143,1770
536,2.755283333,1770
537,2.124397395,1770
538,2.6942,1894
539,2.614393333,1894
540,2.67266129,1894
541,2.739821429,1894
542,2.348482904,1894
543,2.611479592,1923
544,2.555969388,1923
545,2.766096096,1923
546,2.463290807,1923
547,2.176312965,2068
548,2.616272109,2068
549,2.807191762,2068
550,2.932207207,2068
551,2.835228329,2068
552,2.115299755,2275
553,2.479292012,2275
554,2.963875969,2275
555,2.884633333,2275
556,2.388199667,2360
557,2.82375,2360
558,2.405960131,2360
559,2.909674797,2360
560,2.82537041,2400
561,2.368327116,2400
562,2.703916667,2400
563,2.915879433,2400
564,2.784828675,2400
565,2.62919405,2738
566,2.576766278,2738
567,2.441414455,2738
568,3.055729592,2738
569,2.853805375,2800
570,2.666827264,2800
571,3.381703704,2800
572,3.399772358,2800
